Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Growth,Satisfaction_Growth,Engagement_Score,ROI_index
Treatment,Medium Value,188.6258974,291.9810527,,50.92235164,Yes,103.3551553,50.92235164,0.6,54.79372489
Control,Low Value,,173.680095,62.64249354,68.57894697,Yes,173.680095,5.93645343,0,0
Treatment,Low Value,157.9478407,240.494044,59.14037094,,Yes,82.5462033,-59.14037094,14.79369,52.26168521
Treatment,High Value,250.8082288,,,100,Yes,-250.8082288,100,0.6,-100
,High Value,,421.9199714,,75.62085603,Yes,421.9199714,75.62085603,0,0
Control,High Value,358.8878877,436.9221751,81.36423307,92.7989228,Yes,78.0342874,11.43468973,20.12742,21.74336055
Control,,,270.8665126,,46.63997451,Yes,270.8665126,46.63997451,0,0
Treatment,Low Value,,217.9154934,51.17458878,49.40106543,No,217.9154934,-1.77352335,0,0
Treatment,High Value,309.9809347,478.9814279,80.28548316,91.2762844,Yes,169.0004932,10.99080124,19.86852,54.51964114
Treatment,Low Value,225.4796753,358.3346759,53.33394054,62.62507624,No,132.8550006,9.2911357,13.40015,58.92105372
Treatment,Medium Value,,358.3162059,58.67651122,,Yes,358.3162059,-58.67651122,0,0
Control,High Value,287.5461829,336.3681576,89.08555178,79.67333583,No,48.8219747,-9.41221595,21.98053,16.978829
,,,582.3915844,91.63758436,100,No,582.3915844,8.36241564,0,0
Treatment,Medium Value,207.2960445,317.7597142,61.42168179,69.93251261,No,110.4636697,8.51083082,15.3412,53.28788109
Treatment,Medium Value,,275.5274199,65.61171416,,Yes,275.5274199,-65.61171416,0,0
Control,,,305.3925013,52.670891,69.87022328,No,305.3925013,17.19933228,0,0
,Medium Value,351.0597759,413.5349351,80.12735937,78.93699912,No,62.4751592,-1.19036025,19.83057,17.79615994
Treatment,,248.2321958,370.8516313,100,100,No,122.6194355,0,24.6,49.3970716
Treatment,,194.7052531,296.2671463,54.0244893,62.53902963,No,101.5618932,8.51454033,13.56588,52.16186599
Treatment,Medium Value,221.8277428,352.3407199,74.0469017,79.9167409,Yes,130.5129771,5.8698392,18.37126,58.83528158
Treatment,Low Value,214.1336299,,54.22123292,57.18986905,No,-214.1336299,2.96863613,13.6131,-100
Treatment,Low Value,133.6009931,,63.24756906,70.60043073,Yes,-133.6009931,7.35286167,15.77942,-100
Control,Low Value,,262.0644884,66.23104043,74.46069476,Yes,262.0644884,8.22965433,0,0
Control,,212.0778918,252.6847119,61.32946864,,No,40.6068201,-61.32946864,15.31907,19.1471255
Control,Medium Value,226.0647082,271.4509579,,93.2034251,,45.3862497,93.2034251,0.6,20.07666303
Treatment,High Value,250.2513825,393.7406795,95.61252189,100,No,143.489297,4.38747811,23.54701,57.33806366
Control,High Value,,283.2518782,91.32476969,,Yes,283.2518782,-91.32476969,0,0
Control,Medium Value,118.4931123,,,74.03174343,Yes,-118.4931123,74.03174343,0.6,-100
Control,High Value,199.5604473,236.0555458,85.49132386,,Yes,36.4950985,-85.49132386,21.11792,18.28774138
Treatment,Low Value,233.5187039,368.8183867,57.72161955,64.76255884,No,135.2996828,7.04093929,14.45319,57.93954854
Treatment,Low Value,245.9296186,369.872234,52.04650421,53.93103438,Yes,123.9426154,1.88453017,13.09116,50.39759591
Control,Low Value,171.8295519,207.7956766,45.08852359,41.03215012,Yes,35.9661247,-4.05637347,11.42125,20.93128004
Treatment,Medium Value,169.007986,255.7620854,69.45699022,68.18542875,Yes,86.7540994,-1.27156147,17.26968,51.33136099
Control,Low Value,,278.3948759,41.2513995,61.31347481,No,278.3948759,20.06207531,0,0
,Low Value,,248.7709154,68.87138296,74.2573702,No,248.7709154,5.38598724,0,0
Control,,,247.9800104,67.98769247,81.70283135,No,247.9800104,13.71513888,0,0
Control,Low Value,235.8083663,277.6997528,,58.19683779,Yes,41.8913865,58.19683779,0.6,17.76501282
Treatment,Low Value,139.3187904,211.3193281,64.7657824,59.61925918,No,72.0005377,-5.14652322,16.14379,51.68042121
Treatment,High Value,307.3404688,486.042852,100,100,Yes,178.7023832,0,24.6,58.1447617
Treatment,Medium Value,142.3689934,210.1122013,67.59367408,76.05969967,Yes,67.7432079,8.46602559,16.82248,47.58283829
Treatment,Low Value,,232.6723496,49.00030948,59.17507167,Yes,232.6723496,10.17476219,0,0
Control,Low Value,147.6261644,168.0018683,60.41924039,63.29553272,No,20.3757039,2.87629233,15.10062,13.80223078
Treatment,Low Value,169.6027115,,54.20852346,52.78069418,Yes,-169.6027115,-1.42782928,13.61005,-100
Control,Low Value,207.8691817,246.1653993,54.43210727,44.19978226,,38.2962176,-10.23232501,13.66371,18.42323008
Treatment,High Value,280.6084272,435.1109707,90.78115244,,No,154.5025435,-90.78115244,22.38748,55.05983731
Treatment,High Value,233.0495937,358.3902768,94.26480366,,Yes,125.3406831,-94.26480366,23.22355,53.782837
Treatment,High Value,,268.2451861,100,100,Yes,268.2451861,0,0,0
Control,High Value,137.7162597,175.3058244,74.1817764,86.57955353,Yes,37.5895647,12.39777713,18.40363,27.29493582
Control,Medium Value,255.8131702,307.7731707,92.0297184,84.5551148,Yes,51.9600005,-7.4746036,22.68713,20.31169875
Control,Low Value,228.9766138,267.9201349,53.39203529,73.41749586,Yes,38.9435211,20.02546057,13.41409,17.00764128
Control,,295.0797869,350.8199457,100,86.81278477,No,55.7401588,-13.18721523,24.6,18.88986006
Treatment,Low Value,188.7388558,298.7607949,55.87997052,,No,110.0219391,-55.87997052,14.01119,58.29321081
,Medium Value,261.3454555,,73.31694803,,No,-261.3454555,-73.31694803,18.19607,-100
Control,Low Value,203.8462203,243.7668889,,58.40323767,Yes,39.9206686,58.40323767,0.6,19.58371783
Treatment,,,335.7860443,48.50871221,50.70983077,Yes,335.7860443,2.20111856,0,0
Treatment,High Value,216.373652,343.3866793,100,100,Yes,127.0130273,0,24.6,58.70078271
Control,High Value,,227.0673479,96.73933522,100,Yes,227.0673479,3.26066478,0,0
Treatment,,225.3503655,342.509474,76.00862617,76.17837262,Yes,117.1591085,0.16974645,18.84207,51.98975748
Control,Low Value,198.89986,,51.34916591,,No,-198.89986,-51.34916591,12.9238,-100
,High Value,285.1130821,431.8716053,73.54745947,84.13102877,No,146.7585232,10.5835693,18.25139,51.47379493
Control,High Value,153.574784,180.9382951,99.7461126,,Yes,27.3635111,-99.7461126,24.53907,17.81771095
Control,High Value,293.81915,357.4877265,,87.37813766,No,63.6685765,87.37813766,0.6,21.66930797
Control,,234.7720774,278.0733534,75.42862157,,Yes,43.301276,-75.42862157,18.70287,18.44396339
Control,,244.9720638,289.5280605,70.24902619,62.00727797,Yes,44.5559967,-8.24174822,17.45977,18.18819502
Control,High Value,290.2845518,,88.0203398,100,No,-290.2845518,11.9796602,21.72488,-100
Treatment,Low Value,83.87624892,128.602203,63.75465143,76,Yes,44.72595408,12.24534857,15.90112,53.32374141
Control,Medium Value,268.228205,313.8702778,79.68840784,90.42680942,Yes,45.6420728,10.73840158,19.72522,17.01613475
Control,Low Value,,290.3637525,57.06643769,55.00956061,Yes,290.3637525,-2.05687708,0,0
Control,High Value,175.4113797,201.7148654,72.10755394,90.50598695,Yes,26.3034857,18.39843301,17.90581,14.99531316
Control,Low Value,129.6414528,145.2852188,40.51383824,46.32902855,Yes,15.643766,5.81519031,10.32332,12.06694746
Control,Low Value,225.9867627,269.7040996,71.32431884,68.4193716,Yes,43.7173369,-2.90494724,17.71784,19.34508746
Treatment,Medium Value,227.4124474,344.1453544,81.22839375,80.21175026,Yes,116.732907,-1.01664349,20.09481,51.33092244
Treatment,Medium Value,193.6109506,298.664425,84.05991747,73.39619142,,105.0534744,-10.66372605,20.77438,54.26008915
Control,Low Value,269.5949472,323.1406029,42.21491402,,Yes,53.5456557,-42.21491402,10.73158,19.8615205
Treatment,Low Value,222.7851656,345.6555341,62.19725092,59.92561038,Yes,122.8703685,-2.27164054,15.52734,55.15195241
Control,Low Value,98.42937735,132.9118934,,57.192566,No,34.48251605,57.192566,0.6,35.03274833
Treatment,Medium Value,181.3444749,291.0421686,70.82159819,87.22798238,No,109.6976937,16.40638419,17.59718,60.49133494
Treatment,Medium Value,268.5222684,419.8286706,77.59765361,79.28143076,Yes,151.3064022,1.68377715,19.22344,56.34780426
Control,Low Value,,234.7057821,55.30959883,54.29667006,Yes,234.7057821,-1.01292877,0,0
Treatment,Medium Value,,289.7752168,73.65016606,99.86097775,Yes,289.7752168,26.21081169,0,0
Treatment,,261.7105216,,80.99411502,70.94519655,No,-261.7105216,-10.04891847,20.03859,-100
Control,Medium Value,189.8023187,224.5723204,79.1086411,74.15544969,Yes,34.7700017,-4.95319141,19.58607,18.31906056
Control,,149.2803373,176.1892979,61.0890057,,Yes,26.9089606,-61.0890057,15.26136,18.02579033
Treatment,Medium Value,267.8628063,410.6882099,62.81444229,86.12755236,No,142.8254036,23.31311007,15.67547,53.32035663
Treatment,High Value,311.3018337,499.6646907,70.24902619,100,No,188.362857,29.75097381,17.45977,60.50811033
Treatment,High Value,266.2046444,402.6973323,,74.57111038,No,136.4926879,74.57111038,0.6,51.27359375
Control,High Value,156.4356627,191.3729813,100,100,Yes,34.9373186,0,24.6,22.3333465
Treatment,Low Value,281.8100594,442.4271388,63.65127796,,Yes,160.6170794,-63.65127796,15.87631,56.99479988
Treatment,Low Value,283.3971428,444.0627251,51.50072455,43.25772127,Yes,160.6655823,-8.24300328,12.96017,56.69273187
Treatment,High Value,301.0402347,466.4649966,86.19096017,96.56309175,,165.4247619,10.37213158,21.28583,54.95104735
Control,Low Value,212.7314389,248.0482647,55.17110734,,Yes,35.3168258,-55.17110734,13.84107,16.60160152
,Low Value,199.346745,239.434061,,42.9008784,Yes,40.087316,42.9008784,0.6,20.10934064
Control,Low Value,216.8815132,260.4730593,43.5015598,49.54134846,,43.5915461,6.03978866,11.04037,20.09924472
,High Value,183.1401526,,70.24902619,,No,-183.1401526,-70.24902619,17.45977,-100
Treatment,Medium Value,185.1051893,290.7241746,75.13616061,,Yes,105.6189853,-75.13616061,18.63268,57.05890024
Control,High Value,202.3486214,242.0466499,86.22807466,91.49170589,No,39.6980285,5.26363123,21.29474,19.61863057
Treatment,,,406.8081752,,100,No,406.8081752,100,0,0
,Low Value,205.1480848,314.3117478,,53.48415792,No,109.163663,53.48415792,0.6,53.21212874
Treatment,Low Value,159.3370871,247.5612205,,35.54959332,No,88.2241334,35.54959332,0.6,55.36949056
,Medium Value,138.1081001,217.1754962,89.39631332,,No,79.0673961,-89.39631332,22.05512,57.2503684
Control,Medium Value,229.4542602,268.2198428,,92.32343082,,38.7655826,92.32343082,0.6,16.89468854
Control,,162.7744481,189.958843,66.08153631,73.01894363,Yes,27.1843949,6.93740732,16.45957,16.70065248
Control,Medium Value,148.1909152,169.9394493,77.86783589,88.20535256,No,21.7485341,10.33751667,19.28828,14.67602388
Control,High Value,,419.7501596,100,,No,419.7501596,-100,0,0
Control,Medium Value,,407.3479374,62.2946048,81.02695473,Yes,407.3479374,18.73234993,0,0
Treatment,High Value,209.0948331,298.8491917,,,No,89.7543586,0,0.6,42.92519201
Control,Low Value,119.4839199,139.3277845,54.59626695,64.10495615,Yes,19.8438646,9.5086892,13.7031,16.60797923
Control,,,342.8048903,77.4992025,89.88936496,No,342.8048903,12.39016246,0,0
Control,Low Value,212.0731485,256.3407193,60.34008309,,Yes,44.2675708,-60.34008309,15.08162,20.87372735
Control,,229.9749078,275.8556431,55.21453506,59.845776,Yes,45.8807353,4.63124094,13.85149,19.95032229
Treatment,High Value,209.5839023,312.8783396,100,100,No,103.2944373,0,24.6,49.28548241
Treatment,Medium Value,170.4122769,269.5574747,69.0981556,73.59245571,,99.1451978,4.49430011,17.18356,58.17960983
Treatment,High Value,228.9449153,352.9509345,89.51371499,100,Yes,124.0060192,10.48628501,22.08329,54.16412897
Treatment,,,325.3816856,47.78114542,60.10999304,Yes,325.3816856,12.32884762,0,0
Treatment,Medium Value,180.8210059,296.7194002,65.65240523,64.88566175,No,115.8983943,-0.76674348,16.35658,64.09564736
Control,Low Value,257.3901597,299.3379428,56.07684026,,No,41.9477831,-56.07684026,14.05844,16.29735307
Treatment,Low Value,116.9201349,189.8090441,60.68899465,56.14162718,Yes,72.8889092,-4.54736747,15.16536,62.34076728
Treatment,Medium Value,238.9453015,367.0945567,,49.3969929,,128.1492552,49.3969929,0.6,53.63120948
Treatment,,223.4241014,355.1323638,,87.62077136,Yes,131.7082624,87.62077136,0.6,58.94989018
Control,Medium Value,277.1501207,326.3699473,85.01287925,92.31824021,No,49.2198266,7.30536096,21.00309,17.7592658
Control,High Value,,211.1000191,100,100,Yes,211.1000191,0,0,0
Treatment,High Value,281.7322909,442.3974731,87.60021654,99.25423086,Yes,160.6651822,11.65401432,21.62405,57.02760649
Control,Low Value,,257.2782516,48.78302952,48.1572139,No,257.2782516,-0.62581562,0,0
Control,Medium Value,236.5525779,276.54495,,100,Yes,39.9923721,100,0.6,16.90633535
Treatment,Low Value,151.1427101,227.2326435,58.37216949,59.34098767,Yes,76.0899334,0.96881818,14.60932,50.3431051
Control,Low Value,167.6629508,195.0928686,,48.03683086,Yes,27.4299178,48.03683086,0.6,16.36015451
Control,,181.9222769,219.3697816,53.15238302,49.36453015,Yes,37.4475047,-3.78785287,13.35657,20.58434258
Control,Low Value,176.7609026,212.6435792,56.7893752,53.17658304,,35.8826766,-3.61279216,14.22945,20.30012071
Treatment,Low Value,,,57.65952374,68.86811223,No,0,11.20858849,0,0
Treatment,Medium Value,226.0416764,342.984843,65.84639439,66.58326297,No,116.9431666,0.73686858,16.40313,51.73522355
,,285.8503683,440.6052738,86.23789605,100,Yes,154.7549055,13.76210395,21.2971,54.13843138
Control,Medium Value,138.6202599,155.741181,,,Yes,17.1209211,0,0.6,12.35095152
Treatment,Medium Value,129.508008,188.1988779,,81.91849696,Yes,58.6908699,81.91849696,0.6,45.31833267
Control,Medium Value,,252.4261867,76.91525395,93.35210008,No,252.4261867,16.43684613,0,0
Control,High Value,,190.0564378,,96.42053808,Yes,190.0564378,96.42053808,0,0
Control,High Value,250.1018723,297.852059,89.12393568,93.40696057,Yes,47.7501867,4.28302489,21.98974,19.09229478
Treatment,High Value,193.0564377,302.1948727,83.43624116,100,Yes,109.138435,16.56375884,20.6247,56.53188068
Treatment,Medium Value,238.1521503,,82.00284644,73.92144865,No,-238.1521503,-8.08139779,20.28068,-100
Treatment,,185.2737475,275.0885388,75.60597807,88.57769024,No,89.8147913,12.97171217,18.74543,48.47680392
Treatment,Low Value,232.8504595,356.5101794,63.12905226,54.57664655,No,123.6597199,-8.55240571,15.75097,53.10692543
Control,High Value,200.2324338,243.2598367,100,100,Yes,43.0274029,0,24.6,21.48872792
Treatment,Medium Value,124.0076365,198.9767811,49.46739358,44.15071062,Yes,74.9691446,-5.31668296,12.47217,60.45526446
Control,Medium Value,,291.3935321,,96.66400195,No,291.3935321,96.66400195,0,0
Treatment,Low Value,163.486262,254.7725322,,76,,91.2862702,76,0.6,55.83727286
Treatment,,308.1054893,469.2091643,71.49694637,60.40848191,No,161.103675,-11.08846446,17.75927,52.2884793
Treatment,High Value,207.6877465,330.1633734,70.24902619,100,No,122.4756269,29.75097381,17.45977,58.97104137
Control,Low Value,161.6312925,198.1412546,52.27944604,59.22207178,,36.5099621,6.94262574,13.14707,22.58842427
,Medium Value,,221.5146462,,64.31925677,,221.5146462,64.31925677,0,0
Control,Medium Value,,226.7665014,64.57340974,51.93596315,No,226.7665014,-12.63744659,0,0
,High Value,251.9151075,,100,68.22142928,No,-251.9151075,-31.77857072,24.6,-100
Control,High Value,268.058268,303.3657132,,100,Yes,35.3074452,100,0.6,13.17155612
Treatment,High Value,271.1121614,431.595367,85.77139458,100,No,160.4832056,14.22860542,21.18513,59.1943957
Control,,228.1174885,273.1291701,75.73224337,73.86206098,No,45.0116816,-1.87018239,18.77574,19.73179781
Control,High Value,,182.280174,100,95.38509435,Yes,182.280174,-4.61490565,0,0
Control,,303.5531599,367.3372087,88.23228973,94.33434168,,63.7840488,6.10205195,21.77575,21.01248059
Control,Medium Value,193.3478934,235.1374186,69.3153918,74.83373882,No,41.7895252,5.51834702,17.23569,21.61364392
Treatment,Medium Value,204.3986725,,,,No,-204.3986725,0,0.6,-100
,Medium Value,224.7567913,269.3071488,,99.50770021,Yes,44.5503575,99.50770021,0.6,19.82158459
Treatment,Low Value,184.9345524,290.9757135,61.9890233,71.77571717,No,106.0411611,9.78669387,15.47737,57.3398317
,Medium Value,142.058538,208.6828231,83.79906153,80.35707868,,66.6242851,-3.44198285,20.71177,46.89917694
,,,345.6937837,49.5413575,55.59382447,Yes,345.6937837,6.05246697,0,0
,Medium Value,175.8578816,202.8037779,64.52152726,77.83262773,No,26.9458963,13.31110047,16.08517,15.32254116
Treatment,High Value,219.3946866,347.3607592,100,100,No,127.9660726,0,24.6,58.32687864
,,346.395262,411.7792515,95.64430726,100,Yes,65.3839895,4.35569274,23.55463,18.87554383
Control,High Value,288.345864,327.0106393,93.97608241,,No,38.6647753,-93.97608241,23.15426,13.40916591
Control,Low Value,272.763221,315.8048141,57.686838,,No,43.0415931,-57.686838,14.44484,15.77983752
Control,,182.1707769,214.740328,88.75266566,80.24324578,Yes,32.5695511,-8.50941988,21.90064,17.87858166
Control,Medium Value,253.0218589,296.5356193,63.10464206,71.56078347,No,43.5137604,8.45614141,15.74511,17.19762893
Treatment,Low Value,219.7003229,334.7264255,,44.06847499,Yes,115.0261026,44.06847499,0.6,52.35590967
Treatment,,192.7812104,,49.04811584,57.42580444,No,-192.7812104,8.3776886,12.37155,-100
Control,Low Value,161.3571725,185.6459063,57.28306873,,No,24.2887338,-57.28306873,14.34794,15.05277604
Treatment,Low Value,250.8374592,389.5744588,60.70400234,61.31419831,,138.7369996,0.61019597,15.16896,55.30952197
Control,Low Value,,217.9353843,56.05946514,64.8400304,Yes,217.9353843,8.78056526,0,0
,High Value,251.7618315,389.6707078,,100,Yes,137.9088763,100,0.6,54.77751551
Treatment,,261.2518382,407.9487707,66.76546023,67.13597546,No,146.6969325,0.37051523,16.62371,56.15154079
Treatment,Low Value,150.7355053,231.1865799,57.8666648,52.77683917,Yes,80.4510746,-5.08982563,14.488,53.37234545
Treatment,High Value,181.3186739,263.898229,100,73.92144865,Yes,82.5795551,-26.07855135,24.6,45.54387771
,Low Value,311.650642,492.5069671,50.96535465,49.28733794,No,180.8563251,-1.67801671,12.83169,58.03175117
Control,High Value,104.4125315,130.8058497,100,100,Yes,26.3933182,0,24.6,25.27792193
Control,Low Value,272.9921638,327.6328149,,48.33575053,Yes,54.6406511,48.33575053,0.6,20.01546504
,Medium Value,216.6694697,323.2620482,58.58802477,39.03603462,Yes,106.5925785,-19.55199015,14.66113,49.19593824
Control,Low Value,,192.6472098,62.58807337,72.00018546,Yes,192.6472098,9.41211209,0,0
Treatment,,178.1535445,268.2166957,54.92441575,55.92020384,Yes,90.0631512,0.99578809,13.78186,50.55366788
Control,Medium Value,213.2912724,,55.36170349,52.22826767,Yes,-213.2912724,-3.13343582,13.88681,-100
Treatment,Medium Value,285.4513139,443.3623932,67.98235292,87.20594455,Yes,157.9110793,19.22359163,16.91576,55.31979417
Treatment,Low Value,239.523143,369.3776774,,72.65142941,Yes,129.8545344,72.65142941,0.6,54.21377357
Treatment,,209.5358454,322.9581032,70.12068595,76.26468727,No,113.4222578,6.14400132,17.42896,54.13024086
,,121.4588274,139.5805758,90.43435171,,Yes,18.1217484,-90.43435171,22.30424,14.92007521
Control,High Value,243.1794705,287.2452482,87.48423294,73.71555027,No,44.0657777,-13.76868267,21.59622,18.12068166
